pCa ATPase
13 56
1.107302296467314e+1,-2.333164497041420e-3,1.000000000000000e-2
1.000827976505329e+1,0.0000000000000000,1.000000000000000e-2
9.385444614710827e+0,0.0000000000000000,1.000000000000000e-2
8.943535452094773e+0,0.0000000000000000,1.000000000000000e-2
8.600763133953579e+0,0.0000000000000000,1.000000000000000e-2
8.320696408062390e+0,0.0000000000000000,1.000000000000000e-2
8.083901557479965e+0,9.332657988165680e-3,1.000000000000000e-2
7.878778215678429e+0,2.333164497041420e-3,1.000000000000000e-2
7.697843746238189e+0,2.333164497041420e-3,1.000000000000000e-2
7.535988901767269e+0,2.333164497041420e-3,1.000000000000000e-2
7.389569313959054e+0,2.333164497041420e-3,1.000000000000000e-2
7.255893971028933e+0,4.666328994082840e-3,1.000000000000000e-2
7.132919148521677e+0,4.666328994082840e-3,1.000000000000000e-2
7.019056090801501e+0,4.666328994082840e-3,1.000000000000000e-2
6.913045204119002e+0,4.666328994082840e-3,1.000000000000000e-2
6.813870935250779e+0,4.666328994082840e-3,1.000000000000000e-2
6.720702501319938e+0,6.999493491124260e-3,1.000000000000000e-2
6.632851586745679e+0,6.999493491124260e-3,1.000000000000000e-2
6.549741493069150e+0,9.332657988165680e-3,1.000000000000000e-2
6.470884211195377e+0,9.332657988165680e-3,1.000000000000000e-2
6.395863093462689e+0,1.166582248520710e-2,1.000000000000000e-2
6.324319560466839e+0,1.399898698224852e-2,1.000000000000000e-2
6.255942765249252e+0,1.633215147928994e-2,1.000000000000000e-2
6.190461458845014e+0,2.099848047337278e-2,1.000000000000000e-2
6.127637517470901e+0,3.033113846153846e-2,1.000000000000000e-2
6.067260739970022e+0,4.433012544378698e-2,1.000000000000000e-2
6.009144627628258e+0,6.766177041420118e-2,1.000000000000000e-2
5.953122931832023e+0,1.003260733727811e-1,1.000000000000000e-2
5.899046807778240e+0,1.586551857988166e-1,1.000000000000000e-2
5.846782450871552e+0,2.379827786982248e-1,1.000000000000000e-2
5.796209120779994e+0,3.359756875739644e-1,1.000000000000000e-2
5.747217479253749e+0,4.339685964497042e-1,1.000000000000000e-2
5.699708183738654e+0,5.319615053254438e-1,1.000000000000000e-2
5.653590690936766e+0,6.299544142011834e-1,1.000000000000000e-2
5.608782233774299e+0,7.209478295857989e-1,1.000000000000000e-2
5.565206942446231e+0,7.909427644970414e-1,1.000000000000000e-2
5.522795085834776e+0,8.469387124260355e-1,1.000000000000000e-2
5.481482414025439e+0,8.889356733727810e-1,1.000000000000000e-2
5.441209586150575e+0,9.239331408284024e-1,1.000000000000000e-2
5.401921670585975e+0,9.495979502958581e-1,1.000000000000000e-2
5.363567706769187e+0,9.705964307692307e-1,1.000000000000000e-2
5.326100319718654e+0,9.869285822485206e-1,1.000000000000000e-2
5.289475379802314e+0,1.000927569230769e+0,1.000000000000000e-2
5.253651701503294e+0,1.010260227218935e+0,1.000000000000000e-2
5.218590775913791e+0,1.019592885207101e+0,1.000000000000000e-2
5.184256532498511e+0,1.024259214201183e+0,1.000000000000000e-2
5.150615126339962e+0,1.031258707692308e+0,1.000000000000000e-2
5.117634747635612e+0,1.035925036686391e+0,1.000000000000000e-2
5.085285450682660e+0,1.038258201183432e+0,1.000000000000000e-2
5.053538999976462e+0,1.040591365680474e+0,1.000000000000000e-2
5.022368731377120e+0,1.045257694674556e+0,1.000000000000000e-2
4.991749426576050e+0,1.045257694674556e+0,1.000000000000000e-2
4.961657199329354e+0,1.049924023668639e+0,1.000000000000000e-2
4.932069392124562e+0,1.049924023668639e+0,1.000000000000000e-2
4.902964482117686e+0,1.052257188165680e+0,1.000000000000000e-2
4.874321995323246e+0,1.052257188165680e+0,1.000000000000000e-2
4.846122428164854e+0,1.054590352662722e+0,1.000000000000000e-2
4.818347175601509e+0,1.056923517159764e+0,1.000000000000000e-2
4.790978465137330e+0,1.056923517159764e+0,1.000000000000000e-2
4.763999296102650e+0,1.059256681656805e+0,1.000000000000000e-2
4.737393383663658e+0,1.061589846153846e+0,1.000000000000000e-2
4.711145107078070e+0,1.063923010650888e+0,1.000000000000000e-2
4.685239461766589e+0,1.066256175147929e+0,1.000000000000000e-2
4.659662014815490e+0,1.066256175147929e+0,1.000000000000000e-2
4.634398863565473e+0,1.068589339644970e+0,1.000000000000000e-2
4.609436596976499e+0,1.068589339644970e+0,1.000000000000000e-2
