     time     force
  3.08617E-01  1.05908E+00
  3.10621E-01  1.06398E+00
  3.12625E-01  1.06886E+00
  3.14629E-01  1.07373E+00
  3.16633E-01  1.07859E+00
  3.18637E-01  1.08343E+00
  3.20641E-01  1.08825E+00
  3.22645E-01  1.09306E+00
  3.24649E-01  1.09785E+00
  3.26653E-01  1.10263E+00
  3.28657E-01  1.10739E+00
  3.30661E-01  1.11213E+00
  3.32665E-01  1.11686E+00
  3.34669E-01  1.12158E+00
  3.36673E-01  1.12628E+00
  3.38677E-01  1.13097E+00
  3.40681E-01  1.13564E+00
  3.42685E-01  1.14029E+00
  3.44689E-01  1.14493E+00
  3.46693E-01  1.14956E+00
  3.48697E-01  1.15417E+00
  3.50701E-01  1.15877E+00
  3.52705E-01  1.16335E+00
  3.54709E-01  1.16792E+00
  3.56713E-01  1.17247E+00
  3.58717E-01  1.17701E+00
  3.60721E-01  1.18153E+00
  3.62725E-01  1.18604E+00
  3.64729E-01  1.19053E+00
  3.66733E-01  1.19501E+00
  3.68737E-01  1.19948E+00
  3.70741E-01  1.20393E+00
  3.72745E-01  1.20837E+00
  3.74750E-01  1.21279E+00
  3.76754E-01  1.21720E+00
  3.78758E-01  1.22159E+00
  3.80762E-01  1.22598E+00
  3.82766E-01  1.23034E+00
  3.84770E-01  1.23469E+00
  3.86774E-01  1.23903E+00
  3.88778E-01  1.24336E+00
  3.90782E-01  1.24767E+00
  3.92786E-01  1.25197E+00
  3.94790E-01  1.25625E+00
  3.96794E-01  1.26052E+00
  3.98798E-01  1.26478E+00
  4.00802E-01  1.26902E+00
  4.02806E-01  1.27325E+00
  4.04810E-01  1.27746E+00
  4.06814E-01  1.28166E+00
  4.08818E-01  1.28585E+00
  4.10822E-01  1.29003E+00
  4.12826E-01  1.29419E+00
  4.14830E-01  1.29834E+00
  4.16834E-01  1.30247E+00
  4.18838E-01  1.30659E+00
  4.20842E-01  1.31070E+00
  4.22846E-01  1.31480E+00
  4.24850E-01  1.31888E+00
  4.26854E-01  1.32295E+00
  4.28858E-01  1.32701E+00
  4.30862E-01  1.33105E+00
  4.32866E-01  1.33508E+00
  4.34870E-01  1.33910E+00
  4.36874E-01  1.34310E+00
  4.38878E-01  1.34709E+00
  4.40882E-01  1.35107E+00
  4.42886E-01  1.35504E+00
  4.44890E-01  1.35899E+00
  4.46894E-01  1.36293E+00
  4.48898E-01  1.36686E+00
  4.50902E-01  1.37078E+00
  4.52906E-01  1.37468E+00
  4.54910E-01  1.37857E+00
  4.56914E-01  1.38245E+00
  4.58918E-01  1.38631E+00
  4.60922E-01  1.39017E+00
  4.62926E-01  1.39401E+00
  4.64930E-01  1.39784E+00
  4.66934E-01  1.40165E+00
  4.68938E-01  1.40546E+00
  4.70942E-01  1.40925E+00
  4.72946E-01  1.41303E+00
  4.74950E-01  1.41680E+00
  4.76954E-01  1.42055E+00
  4.78958E-01  1.42430E+00
  4.80962E-01  1.42803E+00
  4.82966E-01  1.43175E+00
  4.84970E-01  1.43546E+00
  4.86974E-01  1.43915E+00
  4.88978E-01  1.44284E+00
  4.90982E-01  1.44651E+00
  4.92986E-01  1.45017E+00
  4.94990E-01  1.45382E+00
  4.96994E-01  1.45745E+00
  4.98998E-01  1.46108E+00
  5.01002E-01  1.46469E+00
  5.03006E-01  1.46830E+00
  5.05010E-01  1.47189E+00
  5.07014E-01  1.47547E+00
  5.09018E-01  1.47904E+00
  5.11022E-01  1.48259E+00
  5.13026E-01  1.48614E+00
  5.15030E-01  1.48967E+00
  5.17034E-01  1.49319E+00
  5.19038E-01  1.49670E+00
  5.21042E-01  1.50020E+00
  5.23046E-01  1.50369E+00
  5.25050E-01  1.50717E+00
  5.27054E-01  1.51064E+00
  5.29058E-01  1.51409E+00
  5.31062E-01  1.51754E+00
  5.33066E-01  1.52097E+00
  5.35070E-01  1.52439E+00
  5.37074E-01  1.52780E+00
  5.39078E-01  1.53120E+00
  5.41082E-01  1.53459E+00
  5.43086E-01  1.53797E+00
  5.45090E-01  1.54134E+00
  5.47094E-01  1.54470E+00
  5.49098E-01  1.54804E+00
  5.51102E-01  1.55138E+00
  5.53106E-01  1.55470E+00
  5.55110E-01  1.55802E+00
  5.57114E-01  1.56132E+00
  5.59118E-01  1.56461E+00
  5.61122E-01  1.56790E+00
  5.63126E-01  1.57117E+00
  5.65130E-01  1.57443E+00
  5.67134E-01  1.57768E+00
  5.69138E-01  1.58092E+00
  5.71142E-01  1.58415E+00
  5.73146E-01  1.58737E+00
  5.75150E-01  1.59058E+00
  5.77154E-01  1.59378E+00
  5.79158E-01  1.59697E+00
  5.81162E-01  1.60015E+00
  5.83166E-01  1.60332E+00
  5.85170E-01  1.60648E+00
  5.87174E-01  1.60963E+00
  5.89178E-01  1.61276E+00
  5.91182E-01  1.61589E+00
  5.93186E-01  1.61901E+00
  5.95190E-01  1.62212E+00
  5.97194E-01  1.62522E+00
  5.99198E-01  1.62831E+00
  6.01202E-01  1.63139E+00
  6.03206E-01  1.63445E+00
  6.05210E-01  1.63751E+00
  6.07214E-01  1.64056E+00
  6.09218E-01  1.64360E+00
  6.11222E-01  1.64663E+00
  6.13226E-01  1.64965E+00
  6.15230E-01  1.65266E+00
  6.17234E-01  1.65566E+00
  6.19238E-01  1.65865E+00
  6.21242E-01  1.66163E+00
  6.23246E-01  1.66461E+00
  6.25251E-01  1.66757E+00
  6.27255E-01  1.67052E+00
  6.29259E-01  1.67347E+00
  6.31263E-01  1.67640E+00
  6.33267E-01  1.67932E+00
  6.35271E-01  1.68224E+00
  6.37275E-01  1.68515E+00
  6.39279E-01  1.68804E+00
  6.41283E-01  1.69093E+00
  6.43287E-01  1.69381E+00
  6.45291E-01  1.69668E+00
  6.47295E-01  1.69954E+00
  6.49299E-01  1.70239E+00
  6.51303E-01  1.70523E+00
  6.53307E-01  1.70806E+00
  6.55311E-01  1.71088E+00
  6.57315E-01  1.71370E+00
  6.59319E-01  1.71650E+00
  6.61323E-01  1.71930E+00
  6.63327E-01  1.72209E+00
  6.65331E-01  1.72487E+00
  6.67335E-01  1.72764E+00
  6.69339E-01  1.73040E+00
  6.71343E-01  1.73315E+00
  6.73347E-01  1.73589E+00
  6.75351E-01  1.73863E+00
  6.77355E-01  1.74135E+00
  6.79359E-01  1.74407E+00
  6.81363E-01  1.74678E+00
  6.83367E-01  1.74948E+00
  6.85371E-01  1.75217E+00
  6.87375E-01  1.75485E+00
  6.89379E-01  1.75752E+00
  6.91383E-01  1.76019E+00
  6.93387E-01  1.76284E+00
  6.95391E-01  1.76549E+00
  6.97395E-01  1.76813E+00
  6.99399E-01  1.77076E+00
  7.01403E-01  1.77338E+00
  7.03407E-01  1.77600E+00
  7.05411E-01  1.77860E+00
  7.07415E-01  1.78120E+00
  7.09419E-01  1.78379E+00
  7.11423E-01  1.78637E+00
  7.13427E-01  1.78894E+00
  7.15431E-01  1.79151E+00
  7.17435E-01  1.79407E+00
  7.19439E-01  1.79661E+00
  7.21443E-01  1.79915E+00
  7.23447E-01  1.80168E+00
  7.25451E-01  1.80421E+00
  7.27455E-01  1.80672E+00
  7.29459E-01  1.80923E+00
  7.31463E-01  1.81173E+00
  7.33467E-01  1.81422E+00
  7.35471E-01  1.81671E+00
  7.37475E-01  1.81918E+00
  7.39479E-01  1.82165E+00
  7.41483E-01  1.82411E+00
  7.43487E-01  1.82656E+00
  7.45491E-01  1.82900E+00
  7.47495E-01  1.83144E+00
  7.49499E-01  1.83387E+00
  7.51503E-01  1.83629E+00
  7.53507E-01  1.83870E+00
  7.55511E-01  1.84111E+00
  7.57515E-01  1.84350E+00
  7.59519E-01  1.84589E+00
  7.61523E-01  1.84828E+00
  7.63527E-01  1.85065E+00
  7.65531E-01  1.85302E+00
  7.67535E-01  1.85538E+00
  7.69539E-01  1.85773E+00
  7.71543E-01  1.86007E+00
  7.73547E-01  1.86241E+00
  7.75551E-01  1.86474E+00
  7.77555E-01  1.86706E+00
  7.79559E-01  1.86938E+00
  7.81563E-01  1.87168E+00
  7.83567E-01  1.87398E+00
  7.85571E-01  1.87627E+00
  7.87575E-01  1.87856E+00
  7.89579E-01  1.88084E+00
  7.91583E-01  1.88311E+00
  7.93587E-01  1.88537E+00
  7.95591E-01  1.88763E+00
  7.97595E-01  1.88987E+00
  7.99599E-01  1.89211E+00
  8.01603E-01  1.89435E+00
  8.03607E-01  1.89658E+00
  8.05611E-01  1.89880E+00
  8.07615E-01  1.90101E+00
  8.09619E-01  1.90321E+00
  8.11623E-01  1.90541E+00
  8.13627E-01  1.90760E+00
  8.15631E-01  1.90979E+00
  8.17635E-01  1.91197E+00
  8.19639E-01  1.91414E+00
  8.21643E-01  1.91630E+00
  8.23647E-01  1.91846E+00
  8.25651E-01  1.92061E+00
  8.27655E-01  1.92275E+00
  8.29659E-01  1.92489E+00
  8.31663E-01  1.92702E+00
  8.33667E-01  1.92914E+00
  8.35671E-01  1.93125E+00
  8.37675E-01  1.93336E+00
  8.39679E-01  1.93546E+00
  8.41683E-01  1.93756E+00
  8.43687E-01  1.93965E+00
  8.45691E-01  1.94173E+00
  8.47695E-01  1.94381E+00
  8.49699E-01  1.94587E+00
  8.51703E-01  1.94794E+00
  8.53707E-01  1.94999E+00
  8.55711E-01  1.95204E+00
  8.57715E-01  1.95408E+00
  8.59719E-01  1.95612E+00
  8.61723E-01  1.95815E+00
  8.63727E-01  1.96017E+00
  8.65731E-01  1.96219E+00
  8.67736E-01  1.96420E+00
  8.69739E-01  1.96620E+00
  8.71744E-01  1.96820E+00
  8.73748E-01  1.97019E+00
  8.75751E-01  1.97217E+00
  8.77756E-01  1.97415E+00
  8.79760E-01  1.97612E+00
  8.81764E-01  1.97809E+00
  8.83768E-01  1.98004E+00
  8.85772E-01  1.98200E+00
  8.87776E-01  1.98394E+00
  8.89780E-01  1.98588E+00
  8.91784E-01  1.98782E+00
  8.93788E-01  1.98975E+00
  8.95792E-01  1.99167E+00
  8.97796E-01  1.99358E+00
  8.99800E-01  1.99549E+00
  9.01804E-01  1.99740E+00
  9.03808E-01  1.99929E+00
  9.05812E-01  2.00118E+00
  9.07816E-01  2.00307E+00
  9.09820E-01  2.00495E+00
  9.11824E-01  2.00682E+00
  9.13828E-01  2.00869E+00
  9.15832E-01  2.01055E+00
  9.17836E-01  2.01240E+00
  9.19840E-01  2.01425E+00
  9.21844E-01  2.01610E+00
  9.23848E-01  2.01793E+00
  9.25852E-01  2.01976E+00
  9.27856E-01  2.02159E+00
  9.29860E-01  2.02341E+00
  9.31864E-01  2.02522E+00
  9.33868E-01  2.02703E+00
  9.35872E-01  2.02883E+00
  9.37876E-01  2.03063E+00
  9.39880E-01  2.03242E+00
  9.41884E-01  2.03421E+00
  9.43888E-01  2.03598E+00
  9.45892E-01  2.03776E+00
  9.47896E-01  2.03953E+00
  9.49900E-01  2.04129E+00
  9.51904E-01  2.04304E+00
  9.53908E-01  2.04480E+00
  9.55912E-01  2.04654E+00
  9.57916E-01  2.04828E+00
  9.59920E-01  2.05001E+00
  9.61924E-01  2.05174E+00
  9.63928E-01  2.05347E+00
  9.65932E-01  2.05518E+00
  9.67936E-01  2.05690E+00
  9.69940E-01  2.05860E+00
  9.71944E-01  2.06030E+00
  9.73948E-01  2.06200E+00
  9.75952E-01  2.06369E+00
  9.77956E-01  2.06538E+00
  9.79960E-01  2.06705E+00
  9.81964E-01  2.06873E+00
  9.83968E-01  2.07040E+00
  9.85972E-01  2.07206E+00
  9.87976E-01  2.07372E+00
  9.89980E-01  2.07537E+00
  9.91984E-01  2.07702E+00
  9.93988E-01  2.07866E+00
  9.95992E-01  2.08030E+00
  9.97996E-01  2.08193E+00
  1.00000E+00  2.08356E+00
