     time     force
  0.00000E+00  4.55672E-01
  2.00401E-03  4.99246E-01
  4.00802E-03  5.42454E-01
  6.01202E-03  5.85297E-01
  8.01603E-03  6.27780E-01
  1.00200E-02  6.69905E-01
  1.20240E-02  7.11675E-01
  1.40281E-02  7.53094E-01
  1.60321E-02  7.94163E-01
  1.80361E-02  8.34887E-01
  2.00401E-02  8.75268E-01
  2.20441E-02  9.15309E-01
  2.40481E-02  9.55013E-01
  2.60521E-02  9.94382E-01
  2.80561E-02  1.03342E+00
  3.00601E-02  1.07213E+00
  3.20641E-02  1.11051E+00
  3.40681E-02  1.14857E+00
  3.60721E-02  1.18631E+00
  3.80762E-02  1.22373E+00
  4.00802E-02  1.26084E+00
  4.20842E-02  1.29763E+00
  4.40882E-02  1.33412E+00
  4.60922E-02  1.37029E+00
  4.80962E-02  1.40616E+00
  5.01002E-02  1.44173E+00
  5.21042E-02  1.47701E+00
  5.41082E-02  1.51198E+00
  5.61122E-02  1.54666E+00
  5.81162E-02  1.58104E+00
  6.01202E-02  1.61514E+00
  6.21242E-02  1.64895E+00
  6.41283E-02  1.68248E+00
  6.61323E-02  1.71572E+00
  6.81363E-02  1.74868E+00
  7.01403E-02  1.78137E+00
  7.21443E-02  1.81378E+00
  7.41483E-02  1.84592E+00
  7.61523E-02  1.87778E+00
  7.81563E-02  1.90938E+00
  8.01603E-02  1.94071E+00
  8.21643E-02  1.97178E+00
  8.41683E-02  2.00259E+00
  8.61723E-02  2.03314E+00
  8.81764E-02  2.06343E+00
  9.01804E-02  2.09346E+00
  9.21844E-02  2.12324E+00
  9.41884E-02  2.15278E+00
  9.61924E-02  2.18206E+00
  9.81964E-02  2.21109E+00
  1.00200E-01  2.23989E+00
  1.02204E-01  2.26843E+00
  1.04208E-01  2.29674E+00
  1.06212E-01  2.32481E+00
  1.08216E-01  2.35265E+00
  1.10220E-01  2.38025E+00
  1.12224E-01  2.40761E+00
  1.14228E-01  2.43475E+00
  1.16232E-01  2.46166E+00
  1.18236E-01  2.48834E+00
  1.20240E-01  2.51480E+00
  1.22244E-01  2.54103E+00
  1.24248E-01  2.56704E+00
  1.26253E-01  2.59284E+00
  1.28257E-01  2.61841E+00
