	time		Ca
    4.4999998808E-01    9.9999997172E-10    3.6074398668E-04
    4.5100000501E-01    9.9999997172E-10    3.5439210478E-04
    4.5199999213E-01    9.9999997172E-10    3.4536348539E-04
    4.5300000906E-01    9.9999997172E-10    3.4204230178E-04
    4.5399999619E-01    9.9999997172E-10    3.3605183125E-04
    4.5500001311E-01    9.9999997172E-10    3.3017047099E-04
    4.5600000024E-01    9.9999997172E-10    3.2149432809E-04
    4.5699998736E-01    9.9999997172E-10    3.1876409776E-04
    4.5800000429E-01    9.9999997172E-10    3.1322852010E-04
    4.5899999142E-01    9.9999997172E-10    3.0389116728E-04
    4.6000000834E-01    9.9999997172E-10    3.0247116229E-04
    4.6099999547E-01    9.9999997172E-10    2.9725203058E-04
    4.6200001240E-01    9.9999997172E-10    2.9212658410E-04
    4.6299999952E-01    9.9999997172E-10    2.8513910365E-04
    4.6399998665E-01    9.9999997172E-10    2.8219146770E-04
    4.6500000358E-01    9.9999997172E-10    2.7736619813E-04
    4.6599999070E-01    9.9999997172E-10    2.7263819356E-04
    4.6700000763E-01    9.9999997172E-10    2.6799234911E-04
    4.6799999475E-01    9.9999997172E-10    2.6145146694E-04
    4.6900001168E-01    9.9999997172E-10    2.5898939930E-04
    4.6999999881E-01    9.9999997172E-10    2.5461724726E-04
    4.7099998593E-01    9.9999997172E-10    2.5033045677E-04
    4.7200000286E-01    9.9999997172E-10    2.4612384732E-04
    4.7299998999E-01    9.9999997172E-10    2.3903691908E-04
    4.7400000691E-01    9.9999997172E-10    2.3796352616E-04
    4.7499999404E-01    9.9999997172E-10    2.3400125792E-04
    4.7600001097E-01    9.9999997172E-10    2.3011643498E-04
    4.7699999809E-01    9.9999997172E-10    2.2630492458E-04
    4.7799998522E-01    9.9999997172E-10    2.1954393014E-04
    4.7900000215E-01    9.9999997172E-10    2.1891020879E-04
    4.7999998927E-01    9.9999997172E-10    2.1532038227E-04
    4.8100000620E-01    9.9999997172E-10    2.1179769828E-04
    4.8199999332E-01    9.9999997172E-10    2.0835023315E-04
    4.8300001025E-01    9.9999997172E-10    2.0274694543E-04
    4.8399999738E-01    9.9999997172E-10    2.0164439047E-04
    4.8500001431E-01    9.9999997172E-10    1.9839340530E-04
    4.8600000143E-01    9.9999997172E-10    1.9519765920E-04
    4.8699998856E-01    9.9999997172E-10    1.9029503164E-04
    4.8800000548E-01    9.9999997172E-10    1.8900645955E-04
    4.8899999261E-01    9.9999997172E-10    1.8600089243E-04
    4.9000000954E-01    9.9999997172E-10    1.8305059348E-04
    4.9099999666E-01    9.9999997172E-10    1.8016256217E-04
    4.9200001359E-01    9.9999997172E-10    1.7732438573E-04
    4.9300000072E-01    9.9999997172E-10    1.7247204960E-04
    4.9399998784E-01    9.9999997172E-10    1.7182214651E-04
    4.9500000477E-01    9.9999997172E-10    1.6915130254E-04
    4.9599999189E-01    9.9999997172E-10    1.6653217608E-04
    4.9700000882E-01    9.9999997172E-10    1.6396158026E-04
    4.9799999595E-01    9.9999997172E-10    1.6144546680E-04
    4.9900001287E-01    9.9999997172E-10    1.5897117555E-04
    5.0000000000E-01    9.9999997172E-10    1.5538770822E-04
    5.0099998713E-01    9.9999997172E-10    1.5418072871E-04
    5.0199997425E-01    9.9999997172E-10    1.5185312077E-04
    5.0300002098E-01    9.9999997172E-10    1.4957474195E-04
    5.0400000811E-01    9.9999997172E-10    1.4598370763E-04
    5.0499999523E-01    9.9999997172E-10    1.4514084614E-04
    5.0599998236E-01    9.9999997172E-10    1.4298890892E-04
    5.0700002909E-01    9.9999997172E-10    1.4088208263E-04
    5.0800001621E-01    9.9999997172E-10    1.3880949700E-04
    5.0900000334E-01    9.9999997172E-10    1.3569626026E-04
    5.0999999046E-01    9.9999997172E-10    1.3479772315E-04
    5.1099997759E-01    9.9999997172E-10    1.3284791203E-04
    5.1200002432E-01    9.9999997172E-10    1.3093875896E-04
    5.1300001144E-01    9.9999997172E-10    1.2905921903E-04
    5.1399999857E-01    9.9999997172E-10    1.2625200907E-04
    5.1499998569E-01    9.9999997172E-10    1.2542502373E-04
    5.1599997282E-01    9.9999997172E-10    1.2365814473E-04
    5.1700001955E-01    9.9999997172E-10    1.2192814029E-04
    5.1800000668E-01    9.9999997172E-10    1.2022595183E-04
    5.1899999380E-01    9.9999997172E-10    1.1769535922E-04
    5.1999998093E-01    9.9999997172E-10    1.1693179113E-04
    5.2100002766E-01    9.9999997172E-10    1.1533261568E-04
    5.2200001478E-01    9.9999997172E-10    1.1376109615E-04
    5.2300000191E-01    9.9999997172E-10    1.1222543253E-04
    5.2399998903E-01    9.9999997172E-10    1.1071209883E-04
    5.2499997616E-01    9.9999997172E-10    1.0830904648E-04
    5.2600002289E-01    9.9999997172E-10    1.0778591241E-04
    5.2700001001E-01    9.9999997172E-10    1.0636200750E-04
    5.2799999714E-01    9.9999997172E-10    1.0497280164E-04
    5.2899998426E-01    9.9999997172E-10    1.0293397645E-04
    5.2999997139E-01    9.9999997172E-10    1.0226233280E-04
    5.3100001812E-01    9.9999997172E-10    1.0094599565E-04
    5.3200000525E-01    9.9999997172E-10    9.9662691355E-05
    5.3299999237E-01    9.9999997172E-10    9.7761068901E-05
    5.3399997950E-01    9.9999997172E-10    9.7155942058E-05
    5.3500002623E-01    9.9999997172E-10    9.5943039923E-05
    5.3600001335E-01    9.9999997172E-10    9.4749404525E-05
    5.3700000048E-01    9.9999997172E-10    9.3585666036E-05
    5.3799998760E-01    9.9999997172E-10    9.1660265753E-05
    5.3899997473E-01    9.9999997172E-10    9.1315698228E-05
    5.4000002146E-01    9.9999997172E-10    9.0215122327E-05
    5.4100000858E-01    9.9999997172E-10    8.9134897280E-05
    5.4199999571E-01    9.9999997172E-10    8.8079556008E-05
    5.4299998283E-01    9.9999997172E-10    8.7037129560E-05
    5.4400002956E-01    9.9999997172E-10    8.5441002739E-05
    5.4500001669E-01    9.9999997172E-10    8.5026782472E-05
    5.4600000381E-01    9.9999997172E-10    8.4047271230E-05
    5.4699999094E-01    9.9999997172E-10    8.3092068962E-05
    5.4799997807E-01    9.9999997172E-10    8.2147089415E-05
    5.4900002480E-01    9.9999997172E-10    8.0631463788E-05
    5.5000001192E-01    9.9999997172E-10    8.0323552538E-05
    5.5099999905E-01    9.9999997172E-10    7.9441357229E-05
    5.5199998617E-01    9.9999997172E-10    7.8065088019E-05
    5.5299997330E-01    9.9999997172E-10    7.7717711974E-05
    5.5400002003E-01    9.9999997172E-10    7.6883392467E-05
    5.5500000715E-01    9.9999997172E-10    7.6061289292E-05
    5.5599999428E-01    9.9999997172E-10    7.4660973041E-05
    5.5699998140E-01    9.9999997172E-10    7.4472518463E-05
    5.5800002813E-01    9.9999997172E-10    7.3704693932E-05
    5.5900001526E-01    9.9999997172E-10    7.2433482273E-05
    5.6000000238E-01    9.9999997172E-10    7.2202448791E-05
    5.6099998951E-01    9.9999997172E-10    7.1475609730E-05
    5.6199997663E-01    9.9999997172E-10    7.0761292591E-05
    5.6300002337E-01    9.9999997172E-10    7.0062131272E-05
    5.6400001049E-01    9.9999997172E-10    6.9375710154E-05
    5.6499999762E-01    9.9999997172E-10    6.8703549914E-05
    5.6599998474E-01    9.9999997172E-10    6.8043234933E-05
    5.6699997187E-01    9.9999997172E-10    6.7399596446E-05
    5.6800001860E-01    9.9999997172E-10    6.6760840127E-05
    5.6900000572E-01    9.9999997172E-10    6.5728818299E-05
    5.6999999285E-01    9.9999997172E-10    6.5533386078E-05
    5.7099997997E-01    9.9999997172E-10    6.4936451963E-05
    5.7200002670E-01    9.9999997172E-10    6.4349289460E-05
    5.7300001383E-01    9.9999997172E-10    6.3775987655E-05
    5.7400000095E-01    9.9999997172E-10    6.3211402448E-05
    5.7499998808E-01    9.9999997172E-10    6.2662300479E-05
    5.7599997520E-01    9.9999997172E-10    6.2115948822E-05
    5.7700002193E-01    9.9999997172E-10    6.1260230723E-05
    5.7800000906E-01    9.9999997172E-10    6.1067818024E-05
    5.7899999619E-01    9.9999997172E-10    6.0558348196E-05
    5.7999998331E-01    9.9999997172E-10    6.0053971538E-05
    5.8099997044E-01    9.9999997172E-10    5.9310485085E-05
    5.8200001717E-01    9.9999997172E-10    5.9086385590E-05
    5.8300000429E-01    9.9999997172E-10    5.8613582951E-05
    5.8399999142E-01    9.9999997172E-10    5.8154877479E-05
    5.8499997854E-01    9.9999997172E-10    5.7696579461E-05
    5.8600002527E-01    9.9999997172E-10    5.6943630625E-05
    5.8700001240E-01    9.9999997172E-10    5.6818305893E-05
    5.8799999952E-01    9.9999997172E-10    5.6392727856E-05
    5.8899998665E-01    9.9999997172E-10    5.5970507674E-05
    5.8999997377E-01    9.9999997172E-10    5.5270887970E-05
    5.9100002050E-01    9.9999997172E-10    5.5160078773E-05
    5.9200000763E-01    9.9999997172E-10    5.4764801462E-05
    5.9299999475E-01    9.9999997172E-10    5.4380281654E-05
    5.9399998188E-01    9.9999997172E-10    5.3731655498E-05
    5.9500002861E-01    9.9999997172E-10    5.3626361478E-05
    5.9600001574E-01    9.9999997172E-10    5.3258620028E-05
    5.9700000286E-01    9.9999997172E-10    5.2904550103E-05
    5.9799998999E-01    9.9999997172E-10    5.2305589634E-05
    5.9899997711E-01    9.9999997172E-10    5.2207309636E-05
