         time            Ca              
    3.3483499289E-01    2.7191699701E-06    6.4028062820E+00
    3.3558601141E-01    2.8181200378E-06    6.4024019241E+00
    3.3633598685E-01    2.9122300020E-06    6.4024405479E+00
    3.3708700538E-01    2.9984998946E-06    6.4029626846E+00
    3.3783799410E-01    2.9243899462E-06    6.4039745331E+00
    3.3858901262E-01    2.8521199056E-06    6.4053931236E+00
    3.3933898807E-01    2.7816299735E-06    6.4071187973E+00
    3.4009000659E-01    2.7128799047E-06    6.4090733528E+00
    3.4084099531E-01    2.6458299089E-06    6.4111814499E+00
    3.4159201384E-01    2.5804399684E-06    6.4133758545E+00
    3.4234198928E-01    2.5166700652E-06    6.4155941010E+00
    3.4309300780E-01    2.4544699500E-06    6.4177894592E+00
    3.4384399652E-01    2.3938100639E-06    6.4199123383E+00
    3.4459498525E-01    2.3346499347E-06    6.4219222069E+00
    3.4534499049E-01    2.2769499992E-06    6.4237785339E+00
    3.4609600902E-01    2.2206800168E-06    6.4254550934E+00
    3.4684699774E-01    2.1657899651E-06    6.4269213676E+00
    3.4759798646E-01    2.1122700673E-06    6.4281506538E+00
    3.4834799170E-01    2.0600600692E-06    6.4291214943E+00
    3.4909901023E-01    2.0091499664E-06    6.4298167229E+00
    3.4984999895E-01    1.9594899641E-06    6.4302191734E+00
    3.5060098767E-01    1.9110700578E-06    6.4303135872E+00
    3.5135099292E-01    1.8638399979E-06    6.4300880432E+00
    3.5210201144E-01    1.8177699985E-06    6.4295306206E+00
    3.5285300016E-01    1.7728500552E-06    6.4286336899E+00
    3.5360398889E-01    1.7290300320E-06    6.4273853302E+00
    3.5435399413E-01    1.8688200498E-06    6.4257974625E+00
    3.5510501266E-01    2.0092700197E-06    6.4239845276E+00
    3.5585600138E-01    2.1428700165E-06    6.4220781326E+00
    3.5660699010E-01    2.2699500732E-06    6.4201889038E+00
    3.5735699534E-01    2.3908201001E-06    6.4184207916E+00
    3.5810801387E-01    2.5057900075E-06    6.4168553352E+00
    3.5885900259E-01    2.6151499242E-06    6.4155693054E+00
    3.5960999131E-01    2.7191699701E-06    6.4146261215E+00
    3.6035999656E-01    2.8181200378E-06    6.4140806198E+00
    3.6111098528E-01    2.9122300020E-06    6.4139747620E+00
    3.6186200380E-01    2.9984998946E-06    6.4143466949E+00
    3.6261299253E-01    2.9243899462E-06    6.4152045250E+00
    3.6336299777E-01    2.8521199056E-06    6.4164643288E+00
    3.6411398649E-01    2.7816299735E-06    6.4180331230E+00
    3.6486500502E-01    2.7128799047E-06    6.4198284149E+00
    3.6561599374E-01    2.6458299089E-06    6.4217762947E+00
    3.6636599898E-01    2.5804399684E-06    6.4238085747E+00
    3.6711698771E-01    2.5166700652E-06    6.4258728027E+00
    3.6786800623E-01    2.4544699500E-06    6.4279131889E+00
    3.6861899495E-01    2.3938100639E-06    6.4298839569E+00
    3.6936900020E-01    2.3346499347E-06    6.4317426682E+00
    3.7011998892E-01    2.2769499992E-06    6.4334559441E+00
    3.7087100744E-01    2.2206800168E-06    6.4349918365E+00
    3.7162199616E-01    2.1657899651E-06    6.4363198280E+00
    3.7237200141E-01    2.1122700673E-06    6.4374155998E+00
    3.7312299013E-01    2.0600600692E-06    6.4382596016E+00
    3.7387400866E-01    2.0091499664E-06    6.4388313293E+00
    3.7462499738E-01    1.9594899641E-06    6.4391150475E+00
    3.7537500262E-01    1.9110700578E-06    6.4390959740E+00
    3.7612599134E-01    1.8638399979E-06    6.4387612343E+00
    3.7687700987E-01    1.8177699985E-06    6.4380984306E+00
    3.7762799859E-01    1.7728500552E-06    6.4371008873E+00
    3.7837800384E-01    1.7290300320E-06    6.4357581139E+00
    3.7912899256E-01    1.8688200498E-06    6.4340772629E+00
    3.7988001108E-01    2.0092700197E-06    6.4321756363E+00
    3.8063099980E-01    2.1428700165E-06    6.4301824570E+00
    3.8138100505E-01    2.2699500732E-06    6.4282107353E+00
    3.8213199377E-01    2.3908201001E-06    6.4263553619E+00
    3.8288301229E-01    2.5057900075E-06    6.4247035980E+00
    3.8363400102E-01    2.6151499242E-06    6.4233303070E+00
    3.8438400626E-01    2.7191699701E-06    6.4222993851E+00
    3.8513499498E-01    2.8181200378E-06    6.4216613770E+00
    3.8588601351E-01    2.9122300020E-06    6.4214611053E+00
    3.8663700223E-01    2.9984998946E-06    6.4217357635E+00
    3.8738700747E-01    2.9243899462E-06    6.4224925041E+00
    3.8813799620E-01    2.8521199056E-06    6.4236512184E+00
    3.8888901472E-01    2.7816299735E-06    6.4251155853E+00
    3.8964000344E-01    2.7128799047E-06    6.4268069267E+00
    3.9039000869E-01    2.6458299089E-06    6.4286489487E+00
    3.9114099741E-01    2.5804399684E-06    6.4305810928E+00
    3.9189198613E-01    2.5166700652E-06    6.4325437546E+00
    3.9264300466E-01    2.4544699500E-06    6.4344844818E+00
    3.9339300990E-01    2.3938100639E-06    6.4363546371E+00
    3.9414399862E-01    2.3346499347E-06    6.4381184578E+00
    3.9489498734E-01    2.2769499992E-06    6.4397382736E+00
    3.9564600587E-01    2.2206800168E-06    6.4411821365E+00
    3.9639601111E-01    2.1657899651E-06    6.4424200058E+00
    3.9714699984E-01    2.1122700673E-06    6.4434313774E+00
    3.9789798856E-01    2.0600600692E-06    6.4441914558E+00
    3.9864900708E-01    2.0091499664E-06    6.4446830750E+00
    3.9939901233E-01    1.9594899641E-06    6.4448895454E+00
    4.0015000105E-01    1.9110700578E-06    6.4447956085E+00
    4.0090098977E-01    1.8638399979E-06    6.4443893433E+00
    4.0165200830E-01    1.8177699985E-06    6.4436583519E+00
    4.0240201354E-01    1.7728500552E-06    6.4425969124E+00
    4.0315300226E-01    1.7290300320E-06    6.4411926270E+00
    4.0390399098E-01    1.6863000383E-06    6.4394397736E+00
    4.0465500951E-01    1.6446200561E-06    6.4373321533E+00
    4.0540501475E-01    1.6039799675E-06    6.4348692894E+00
    4.0615600348E-01    1.5643399820E-06    6.4320387840E+00
    4.0690699220E-01    1.5256699726E-06    6.4288411140E+00
    4.0765801072E-01    1.4879700529E-06    6.4252719879E+00
    4.0840798616E-01    1.4511899735E-06    6.4213352203E+00
    4.0915900469E-01    1.4153299617E-06    6.4170160294E+00
    4.0990999341E-01    1.3803499996E-06    6.4123191833E+00
    4.1066101193E-01    1.3462299648E-06    6.4072422981E+00
    4.1141098738E-01    1.3129599665E-06    6.4017925262E+00
    4.1216200590E-01    1.2805099914E-06    6.3959531784E+00
    4.1291299462E-01    1.2488700349E-06    6.3897299767E+00
    4.1366401315E-01    1.2179999658E-06    6.3831233978E+00
    4.1441398859E-01    1.1879000112E-06    6.3761420250E+00
    4.1516500711E-01    1.1585400443E-06    6.3687663078E+00
    4.1591599584E-01    1.1299099469E-06    6.3610062599E+00
    4.1666701436E-01    1.1019800468E-06    6.3528599739E+00
    4.1741698980E-01    1.0747500028E-06    6.3443408012E+00
    4.1816800833E-01    1.0481900290E-06    6.3354239464E+00
    4.1891899705E-01    1.0222800029E-06    6.3261208534E+00
    4.1966998577E-01    9.9701503586E-07    6.3164334297E+00
    4.2041999102E-01    9.7237398222E-07    6.3063740730E+00
    4.2117100954E-01    9.4834297215E-07    6.2959156036E+00
    4.2192199826E-01    9.2490500947E-07    6.2850728035E+00
    4.2267298698E-01    9.0204599701E-07    6.2738466263E+00
    4.2342299223E-01    8.7975297447E-07    6.2622513771E+00
    4.2417401075E-01    8.5801002569E-07    6.2502574921E+00
    4.2492499948E-01    8.3680498619E-07    6.2378811836E+00
    4.2567598820E-01    8.1612301983E-07    6.2251224518E+00
    4.2642599344E-01    7.9595298530E-07    6.2120008469E+00
    4.2717701197E-01    7.7628197914E-07    6.1984810829E+00
    4.2792800069E-01    7.5709601788E-07    6.1845822334E+00
    4.2867898941E-01    7.3838498338E-07    6.1703057289E+00
    4.2942899466E-01    7.2013597219E-07    6.1556730270E+00
    4.3018001318E-01    7.0233801353E-07    6.1406445503E+00
    4.3093100190E-01    6.8498098926E-07    6.1252431870E+00
    4.3168199062E-01    6.6805199594E-07    6.1094713211E+00
    4.3243199587E-01    6.5154097229E-07    6.0933504105E+00
    4.3318301439E-01    6.3543899387E-07    6.0768404007E+00
    4.3393400311E-01    6.1973400989E-07    6.0599670410E+00
    4.3468499184E-01    6.0441800542E-07    6.0427298546E+00
    4.3543499708E-01    5.8948000969E-07    6.0251555443E+00
    4.3618598580E-01    5.7491098460E-07    6.0072002411E+00
    4.3693700433E-01    5.6070200571E-07    5.9888906479E+00
    4.3768799305E-01    5.4684500128E-07    5.9702310562E+00
    4.3843799829E-01    5.3333002370E-07    5.9512481689E+00
    4.3918898702E-01    5.2014900120E-07    5.9318976402E+00
    4.3994000554E-01    5.0729397572E-07    5.9122052193E+00
    4.4069099426E-01    4.9475602282E-07    5.8921780586E+00
    4.4144099951E-01    4.8252798024E-07    5.8718457222E+00
    4.4219198823E-01    4.7060299835E-07    5.8511590958E+00
    4.4294300675E-01    4.5897201062E-07    5.8301486969E+00
    4.4369399548E-01    4.4762899165E-07    5.8088216782E+00
    4.4444400072E-01    4.3656601179E-07    5.7872114182E+00
    4.4519498944E-01    4.2577698878E-07    5.7652649879E+00
    4.4594600797E-01    4.1525399297E-07    5.7430148125E+00
    4.4669699669E-01    4.0499099896E-07    5.7204699516E+00
    4.4744700193E-01    3.9498200977E-07    5.6976637840E+00
    4.4819799066E-01    3.8522000523E-07    5.6745433807E+00
    4.4894900918E-01    3.7570001155E-07    5.6511430740E+00
    4.4969999790E-01    3.6641401380E-07    5.6274709702E+00
    4.5045000315E-01    3.5735899928E-07    5.6035633087E+00
    4.5120099187E-01    3.4852700992E-07    5.5793662071E+00
    4.5195201039E-01    3.3991298665E-07    5.5549149513E+00
    4.5270299911E-01    3.3151201251E-07    5.5302166939E+00
    4.5345300436E-01    3.2331900002E-07    5.5053129196E+00
    4.5420399308E-01    3.1532800904E-07    5.4801440239E+00
    4.5495501161E-01    3.0753500369E-07    5.4547495842E+00
    4.5570600033E-01    2.9993501016E-07    5.4291367531E+00
    4.5645600557E-01    2.9252200306E-07    5.4033460617E+00
    4.5720699430E-01    2.8529200335E-07    5.3773179054E+00
    4.5795801282E-01    2.7824199833E-07    5.3510918617E+00
    4.5870900154E-01    2.7136499625E-07    5.3246755600E+00
    4.5945900679E-01    2.6465801284E-07    5.2981114388E+00
    4.6020999551E-01    2.5811701221E-07    5.2713365555E+00
    4.6096101403E-01    2.5173798690E-07    5.2443923950E+00
    4.6171200275E-01    2.4551698630E-07    5.2172884941E+00
    4.6246200800E-01    2.3944900818E-07    5.1900653839E+00
    4.6321299672E-01    2.3353099721E-07    5.1626586914E+00
    4.6396398544E-01    2.2775900277E-07    5.1351122856E+00
    4.6471500397E-01    2.2212999795E-07    5.1074299812E+00
    4.6546500921E-01    2.1664000371E-07    5.0796594620E+00
    4.6621599793E-01    2.1128599315E-07    5.0517339706E+00
    4.6696698666E-01    2.0606400142E-07    5.0236954689E+00
    4.6771800518E-01    2.0097199638E-07    4.9955487251E+00
    4.6846801043E-01    1.9600500423E-07    4.9673409462E+00
    4.6921899915E-01    1.9116100702E-07    4.9390029907E+00
    4.6996998787E-01    1.8643599731E-07    4.9105782509E+00
    4.7072100639E-01    1.8182899453E-07    4.8820724487E+00
    4.7147101164E-01    1.7733499647E-07    4.8535304070E+00
    4.7222200036E-01    1.7295199939E-07    4.8248834610E+00
    4.7297298908E-01    1.6867799957E-07    4.7961730957E+00
    4.7372400761E-01    1.6450900375E-07    4.7674055099E+00
    4.7447401285E-01    1.6044299400E-07    4.7386255264E+00
    4.7522500157E-01    1.5647799501E-07    4.7097630501E+00
    4.7597599030E-01    1.5260999930E-07    4.6808619499E+00
    4.7672700882E-01    1.4883900690E-07    4.6519241333E+00
    4.7747701406E-01    1.4516000135E-07    4.6229958534E+00
    4.7822800279E-01    1.4157299688E-07    4.5940060616E+00
    4.7897899151E-01    1.3807400023E-07    4.5649967194E+00
    4.7973001003E-01    1.3466099347E-07    4.5359725952E+00
    4.8047998548E-01    1.3133299603E-07    4.5069789886E+00
    4.8123100400E-01    1.2808800420E-07    4.4779405594E+00
    4.8198199272E-01    1.2492199630E-07    4.4489030838E+00
    4.8273301125E-01    1.2183500075E-07    4.4198679924E+00
    4.8348298669E-01    1.1882300299E-07    4.3908829689E+00
    4.8423400521E-01    1.1588699778E-07    4.3618693352E+00
    4.8498499393E-01    1.1302299896E-07    4.3328742981E+00
    4.8573601246E-01    1.1022900281E-07    4.3038988113E+00
    4.8648598790E-01    1.0750500223E-07    4.2749886513E+00
    4.8723700643E-01    1.0484799873E-07    4.2460665703E+00
    4.8798799515E-01    1.0225699754E-07    4.2171778679E+00
    4.8873901367E-01    9.9729696501E-08    4.1883234978E+00
    4.8948898911E-01    9.7264901910E-08    4.1595487595E+00
    4.9024000764E-01    9.4861100308E-08    4.1307764053E+00
    4.9099099636E-01    9.2516600603E-08    4.1020512581E+00
    4.9174201488E-01    9.0230102501E-08    4.0733747482E+00
    4.9249199033E-01    8.8000099652E-08    4.0447897911E+00
    4.9324300885E-01    8.5825199392E-08    4.0162205696E+00
    4.9399399757E-01    8.3704101428E-08    3.9877107143E+00
    4.9474498630E-01    8.1635398885E-08    3.9592621326E+00
    4.9549499154E-01    7.9617798576E-08    3.9309146404E+00
    4.9624601007E-01    7.7650099684E-08    3.9025957584E+00
    4.9699699879E-01    7.5731001914E-08    3.8743474483E+00
    4.9774798751E-01    7.3859396821E-08    3.8461709023E+00
    4.9849799275E-01    7.2033998322E-08    3.8181056976E+00
    4.9924901128E-01    7.0253697970E-08    3.7900791168E+00
    5.0000000000E-01    6.8517401530E-08    3.7621328831E+00
    5.0075101852E-01    6.6824100031E-08    3.7342672348E+00
    5.0150197744E-01    6.5172500285E-08    3.7064874172E+00
    5.0225198269E-01    6.3561799379E-08    3.6788284779E+00
    5.0300300121E-01    6.1990903077E-08    3.6512200832E+00
    5.0375401974E-01    6.0458802409E-08    3.6237020493E+00
    5.0450497866E-01    5.8964598537E-08    3.5962781906E+00
    5.0525498390E-01    5.7507300255E-08    3.5689826012E+00
    5.0600600243E-01    5.6086101097E-08    3.5417461395E+00
    5.0675702095E-01    5.4699899721E-08    3.5146069527E+00
    5.0750797987E-01    5.3348099271E-08    3.4875693321E+00
    5.0825798512E-01    5.2029598407E-08    3.4606666565E+00
    5.0900900364E-01    5.0743700797E-08    3.4338302612E+00
    5.0976002216E-01    4.9489599974E-08    3.4070980549E+00
    5.1051098108E-01    4.8266500130E-08    3.3804740906E+00
    5.1126098633E-01    4.7073598353E-08    3.3539907932E+00
    5.1201200485E-01    4.5910198310E-08    3.3275802135E+00
    5.1276302338E-01    4.4775600117E-08    3.3012800217E+00
    5.1351398230E-01    4.3669000860E-08    3.2750933170E+00
    5.1426398754E-01    4.2589700655E-08    3.2490522861E+00
    5.1501500607E-01    4.1537099094E-08    3.2230904102E+00
    5.1576602459E-01    4.0510499844E-08    3.1972436905E+00
    5.1651698351E-01    3.9509298944E-08    3.1715157032E+00
    5.1726698875E-01    3.8532899538E-08    3.1459376812E+00
    5.1801800728E-01    3.7580601742E-08    3.1204438210E+00
    5.1876902580E-01    3.6651801594E-08    3.0950696468E+00
    5.1951998472E-01    3.5746001714E-08    3.0698187351E+00
    5.2026998997E-01    3.4862498666E-08    3.0447213650E+00
    5.2102100849E-01    3.4000901650E-08    3.0197124481E+00
    5.2177202702E-01    3.3160599600E-08    2.9948275089E+00
    5.2252298594E-01    3.2340999212E-08    2.9700691700E+00
    5.2327299118E-01    3.1541798506E-08    2.9454677105E+00
    5.2402400970E-01    3.0762201675E-08    2.9209592342E+00
    5.2477502823E-01    3.0001899631E-08    2.8965775967E+00
    5.2552598715E-01    2.9260499801E-08    2.8723258972E+00
    5.2627599239E-01    2.8537300523E-08    2.8482334614E+00
    5.2702701092E-01    2.7831999816E-08    2.8242373466E+00
    5.2777802944E-01    2.7144199777E-08    2.8003711700E+00
    5.2852898836E-01    2.6473299997E-08    2.7766375542E+00
    5.2927899361E-01    2.5819000271E-08    2.7530646324E+00
    5.3003001213E-01    2.5180899144E-08    2.7295916080E+00
    5.3078097105E-01    2.4558600487E-08    2.7062528133E+00
    5.3153198957E-01    2.3951599815E-08    2.6830446720E+00
    5.3228199482E-01    2.3359699952E-08    2.6600010395E+00
    5.3303301334E-01    2.2782399967E-08    2.6370594501E+00
    5.3378397226E-01    2.2219300178E-08    2.6142539978E+00
    5.3453499079E-01    2.1670199857E-08    2.5915811062E+00
    5.3528499603E-01    2.1134599848E-08    2.5690732002E+00
    5.3603601456E-01    2.0612299423E-08    2.5466704369E+00
    5.3678697348E-01    2.0102799425E-08    2.5244047642E+00
    5.3753799200E-01    1.9606000379E-08    2.5022730827E+00
    5.3828799725E-01    1.9121500827E-08    2.4803068638E+00
    5.3903901577E-01    1.8648899314E-08    2.4584474564E+00
    5.3978997469E-01    1.8188000439E-08    2.4367263317E+00
    5.4054099321E-01    1.7738500446E-08    2.4151399136E+00
    5.4129099846E-01    1.7300099131E-08    2.3937194347E+00
    5.4204201698E-01    1.6872499842E-08    2.3724071980E+00
    5.4279297590E-01    1.6455500074E-08    2.3512334824E+00
    5.4354399443E-01    1.6048799623E-08    2.3301954269E+00
    5.4429399967E-01    1.5652199536E-08    2.3093228340E+00
    5.4504501820E-01    1.5265399611E-08    2.2885591984E+00
    5.4579597712E-01    1.4888099642E-08    2.2679350376E+00
    5.4654699564E-01    1.4520099789E-08    2.2474465370E+00
    5.4729700089E-01    1.4161299688E-08    2.2271227837E+00
    5.4804801941E-01    1.3811299659E-08    2.2069089413E+00
    5.4879897833E-01    1.3470000226E-08    2.1868340969E+00
    5.4954999685E-01    1.3136999932E-08    2.1668953896E+00
    5.5030000210E-01    1.2812400030E-08    2.1471202374E+00
    5.5105102062E-01    1.2495699586E-08    2.1274557114E+00
    5.5180197954E-01    1.2186900378E-08    2.1079297066E+00
    5.5255299807E-01    1.1885700424E-08    2.0885393620E+00
    5.5330300331E-01    1.1591899884E-08    2.0693113804E+00
    5.5405402184E-01    1.1305499648E-08    2.0501940250E+00
    5.5480498075E-01    1.1026100033E-08    2.0312147141E+00
    5.5555599928E-01    1.0753500312E-08    2.0123703480E+00
    5.5630600452E-01    1.0487799962E-08    1.9936870337E+00
    5.5705702305E-01    1.0228600189E-08    1.9751141071E+00
    5.5780798197E-01    9.9757899719E-09    1.9566783905E+00
    5.5855900049E-01    9.7292396362E-09    1.9383764267E+00
    5.5930900574E-01    9.4887901980E-09    1.9202342033E+00
    5.6006002426E-01    9.2542800090E-09    1.9022021294E+00
    5.6081098318E-01    9.0255598550E-09    1.8843057156E+00
    5.6156200171E-01    8.8025000622E-09    1.8665421009E+00
    5.6231200695E-01    8.5849496401E-09    1.8489360809E+00
    5.6306302547E-01    8.3727798028E-09    1.8314396143E+00
    5.6381398439E-01    8.1658502182E-09    1.8140776157E+00
    5.6456500292E-01    7.9640303241E-09    1.7968469858E+00
    5.6531500816E-01    7.7672099863E-09    1.7797716856E+00
    5.6606602669E-01    7.5752399908E-09    1.7628053427E+00
    5.6681698561E-01    7.3880301876E-09    1.7459716797E+00
    5.6756800413E-01    7.2054300304E-09    1.7292680740E+00
    5.6831800938E-01    7.0273600272E-09    1.7127172947E+00
    5.6906902790E-01    6.8536798459E-09    1.6962743998E+00
    5.6981998682E-01    6.6842900104E-09    1.6799627542E+00
    5.7057100534E-01    6.5190901566E-09    1.6637790203E+00
    5.7132101059E-01    6.3579799203E-09    1.6477459669E+00
    5.7207202911E-01    6.2008398416E-09    1.6318192482E+00
    5.7282298803E-01    6.0475899843E-09    1.6160218716E+00
    5.7357400656E-01    5.8981299844E-09    1.6003506184E+00
    5.7432401180E-01    5.7523599217E-09    1.5848271847E+00
    5.7507497072E-01    5.6101900903E-09    1.5694103241E+00
    5.7582598925E-01    5.4715401099E-09    1.5541180372E+00
    5.7657700777E-01    5.3363100605E-09    1.5389511585E+00
    5.7732701302E-01    5.2044302201E-09    1.5239293575E+00
    5.7807797194E-01    5.0757997805E-09    1.5090124607E+00
    5.7882899046E-01    4.9503601218E-09    1.4942182302E+00
    5.7958000898E-01    4.8280099918E-09    1.4795469046E+00
    5.8033001423E-01    4.7086898824E-09    1.4650179148E+00
    5.8108097315E-01    4.5923198577E-09    1.4505920410E+00
    5.8183199167E-01    4.4788199816E-09    1.4362865686E+00
    5.8258301020E-01    4.3681298578E-09    1.4221019745E+00
    5.8333301544E-01    4.2601699946E-09    1.4080564976E+00
    5.8408397436E-01    4.1548799956E-09    1.3941125870E+00
    5.8483499289E-01    4.0521999090E-09    1.3802864552E+00
    5.8558601141E-01    3.9520497985E-09    1.3665786982E+00
    5.8633601665E-01    3.8543799263E-09    1.3530069590E+00
    5.8708697557E-01    3.7591201263E-09    1.3395349979E+00
    5.8783799410E-01    3.6662100023E-09    1.3261784315E+00
    5.8858901262E-01    3.5756100303E-09    1.3129378557E+00
    5.8933901787E-01    3.4872400523E-09    1.2998299599E+00
    5.9008997679E-01    3.4010501082E-09    1.2868199348E+00
    5.9084099531E-01    3.3170000080E-09    1.2739228010E+00
    5.9159201384E-01    3.2350200296E-09    1.2611390352E+00
    5.9234201908E-01    3.1550699831E-09    1.2484847307E+00
    5.9309297800E-01    3.0770899162E-09    1.2359262705E+00
    5.9384399652E-01    3.0010400831E-09    1.2234780788E+00
    5.9459501505E-01    2.9268700796E-09    1.2111403942E+00
    5.9534502029E-01    2.8545399378E-09    1.1989290714E+00
    5.9609597921E-01    2.7839899275E-09    1.1868115664E+00
    5.9684699774E-01    2.7151800808E-09    1.1748015881E+00
    5.9759801626E-01    2.6480799775E-09    1.1628994942E+00
    5.9834802151E-01    2.5826301098E-09    1.1511205435E+00
    5.9909898043E-01    2.5188000574E-09    1.1394331455E+00
    5.9984999895E-01    2.4565500745E-09    1.1278506517E+00
    6.0060101748E-01    2.3958399709E-09    1.1163733006E+00
    6.0135102272E-01    2.3366300006E-09    1.1050157547E+00
    6.0210198164E-01    2.2788799736E-09    1.0937474966E+00
    6.0285300016E-01    2.2225599139E-09    1.0825815201E+00
    6.0360401869E-01    2.1676300754E-09    1.0715180635E+00
    6.0435402393E-01    2.1140600381E-09    1.0605709553E+00
    6.0510498285E-01    2.0618100560E-09    1.0497109890E+00
    6.0585600138E-01    2.0108499310E-09    1.0389504433E+00
    6.0660701990E-01    1.9611599011E-09    1.0282896757E+00
    6.0735702515E-01    1.9126900064E-09    1.0177420378E+00
    6.0810798407E-01    1.8654200407E-09    1.0072791576E+00
    6.0885900259E-01    1.8193100360E-09    9.9691313505E-01
    6.0961002111E-01    1.7743500003E-09    9.8664408922E-01
    6.1036002636E-01    1.7304999655E-09    9.7648483515E-01
    6.1111098528E-01    1.6877299558E-09    9.6640813351E-01
    6.1186200380E-01    1.6460199870E-09    9.5642536879E-01
    6.1261302233E-01    1.6053399721E-09    9.4653683901E-01
    6.1336302757E-01    1.5656600461E-09    9.3675482273E-01
    6.1411398649E-01    1.5269699949E-09    9.2705315351E-01
    6.1486500502E-01    1.4892299616E-09    9.1744267941E-01
    6.1561602354E-01    1.4524199621E-09    9.0792357922E-01
    6.1636602879E-01    1.4165300044E-09    8.9850789309E-01
    6.1711698771E-01    1.3815200095E-09    8.8917022943E-01
    6.1786800623E-01    1.3473799854E-09    8.7992107868E-01
    6.1861902475E-01    1.3140799560E-09    8.7076056004E-01
    6.1936897039E-01    1.2816000483E-09    8.6170095205E-01
    6.2011998892E-01    1.2499300484E-09    8.5271549225E-01
    6.2087100744E-01    1.2190299881E-09    8.4381669760E-01
    6.2162202597E-01    1.1889099705E-09    8.3500379324E-01
    6.2237197161E-01    1.1595200355E-09    8.2628852129E-01
    6.2312299013E-01    1.1308699532E-09    8.1764531136E-01
    6.2387400866E-01    1.1029199776E-09    8.0908596516E-01
    6.2462502718E-01    1.0756600055E-09    8.0060988665E-01
    6.2537497282E-01    1.0490700530E-09    7.9222828150E-01
    6.2612599134E-01    1.0231500092E-09    7.8391647339E-01
    6.2687700987E-01    9.9786101604E-10    7.7568596601E-01
    6.2762802839E-01    9.7319896586E-10    7.6753592491E-01
    6.2837797403E-01    9.4914698323E-10    7.5947737694E-01
    6.2912899256E-01    9.2568902543E-10    7.5148642063E-01
    6.2988001108E-01    9.0281199183E-10    7.4357408285E-01
    6.3063102961E-01    8.8049900704E-10    7.3573964834E-01
    6.3138097525E-01    8.5873802513E-10    7.2799360752E-01
    6.3213199377E-01    8.3751500179E-10    7.2031307220E-01
    6.3288301229E-01    8.1681600372E-10    7.1270853281E-01
    6.3363397121E-01    7.9662898500E-10    7.0517992973E-01
    6.3438397646E-01    7.7694001233E-10    6.9773548841E-01
    6.3513499498E-01    7.5773898267E-10    6.9035500288E-01
    6.3588601351E-01    7.3901101905E-10    6.8304800987E-01
    6.3663697243E-01    7.2074701762E-10    6.7581444979E-01
    6.3738697767E-01    7.0293398879E-10    6.6866213083E-01
    6.3813799620E-01    6.8556099686E-10    6.6157168150E-01
    6.3888901472E-01    6.6861799430E-10    6.5455222130E-01
    6.3963997364E-01    6.5209299072E-10    6.4760369062E-01
    6.4038997889E-01    6.3597699329E-10    6.4073354006E-01
    6.4114099741E-01    6.2025901082E-10    6.3392323256E-01
    6.4189201593E-01    6.0492999499E-10    6.2718147039E-01
    6.4264297485E-01    5.8997901009E-10    6.2050819397E-01
    6.4339298010E-01    5.7539800702E-10    6.1391049623E-01
    6.4414399862E-01    5.6117799296E-10    6.0737055540E-01
    6.4489501715E-01    5.4730797672E-10    6.0089677572E-01
    6.4564597607E-01    5.3378201859E-10    5.9448909760E-01
    6.4639598131E-01    5.2059001554E-10    5.8815431595E-01
    6.4714699984E-01    5.0772397397E-10    5.8187538385E-01
    6.4789801836E-01    4.9517601131E-10    5.7566022873E-01
    6.4864897728E-01    4.8293802291E-10    5.6950879097E-01
    6.4939898252E-01    4.7100201517E-10    5.6342768669E-01
    6.5015000105E-01    4.5936099369E-10    5.5740040541E-01
    6.5090101957E-01    4.4800899102E-10    5.5143469572E-01
    6.5165197849E-01    4.3693598739E-10    5.4553031921E-01
    6.5240198374E-01    4.2613801376E-10    5.3969377279E-01
    6.5315300226E-01    4.1560599406E-10    5.3390914202E-01
    6.5390402079E-01    4.0533398860E-10    5.2818381786E-01
    6.5465497971E-01    3.9531700136E-10    5.2251762152E-01
    6.5540498495E-01    3.8554701098E-10    5.1691675186E-01
    6.5615600348E-01    3.7601799452E-10    5.1136600971E-01
    6.5690702200E-01    3.6672501147E-10    5.0587236881E-01
    6.5765798092E-01    3.5766201112E-10    5.0043570995E-01
    6.5840798616E-01    3.4882199906E-10    4.9506196380E-01
    6.5915900469E-01    3.4020100625E-10    4.8973646760E-01
    6.5991002321E-01    3.3179300973E-10    4.8446598649E-01
    6.6066098213E-01    3.2359301350E-10    4.7925040126E-01
    6.6141098738E-01    3.1559599378E-10    4.7409537435E-01
    6.6216200590E-01    3.0779601090E-10    4.6898677945E-01
    6.6291302443E-01    3.0018901254E-10    4.6393117309E-01
    6.6366398335E-01    2.9277000269E-10    4.5892846584E-01
    6.6441398859E-01    2.8553401310E-10    4.5398396254E-01
    6.6516500711E-01    2.7847699147E-10    4.4908422232E-01
    6.6591602564E-01    2.7159499649E-10    4.4423553348E-01
    6.6666698456E-01    2.6488300442E-10    4.3943765759E-01
    6.6741698980E-01    2.5833599149E-10    4.3469583988E-01
    6.6816800833E-01    2.5195198705E-10    4.2999711633E-01
    6.6891902685E-01    2.4572499591E-10    4.2534744740E-01
    6.6966998577E-01    2.3965199270E-10    4.2074674368E-01
    6.7041999102E-01    2.3372900837E-10    4.1619989276E-01
    6.7117100954E-01    2.2795200449E-10    4.1169455647E-01
    6.7192202806E-01    2.2231899655E-10    4.0723636746E-01
    6.7267298698E-01    2.1682400320E-10    4.0282526612E-01
