0.02210000        50       700        70
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
        0.0000000000       -0.0000896991
        0.0000000000       -0.0000810185
        0.0000000000       -0.0000520833
        0.0000000000       -0.0000896991
        0.0000000000       -0.0000462963
        0.0000000000       -0.0000954861
        0.0000000000       -0.0000607639
        0.0000000000       -0.0000607639
        0.0000000000       -0.0000520833
        0.0000000000        0.0372646935
        0.0001428776        0.1065595224
        0.0002857551       -0.2715808749
        0.0005715102        0.5475698113
        0.0014287755        0.3575251997
        0.0025717961        3.4819188118
        0.0047149593        2.4119572639
        0.0062866122        2.8575952053
        0.0112873269        2.8434360027
        0.0171453059       14.8810777664
        0.0285755116       30.8459320068
        0.0442920402       41.4689712524
        0.0675810799       86.3683242798
        0.0904414952      105.2777404785
        0.1445920914      153.9073944092
        0.1955993772      232.0061035156
        0.2740391493      340.5534667969
