1 76
8.942220000000000e+0,0.0000000000000000
7.986250000000000e+0,5.177925174099230e-2
7.699530000000000e+0,1.061751624537447e-1
7.523100000000000e+0,1.612445477205388e-1
7.393910000000000e+0,1.902711335106471e-1
7.291060000000000e+0,2.404506412397322e-1
7.205000000000000e+0,2.774984622625062e-1
7.130560000000000e+0,3.146574151375241e-1
7.064630000000000e+0,3.389134381791391e-1
7.005170000000000e+0,3.729613821009062e-1
6.950780000000000e+0,4.005949127763066e-1
6.900470000000000e+0,4.203014929031695e-1
6.853480000000000e+0,4.443071519997812e-1
6.809250099999999e+0,4.589028046305510e-1
6.767330000000000e+0,4.847226772387526e-1
6.727360000000000e+0,5.085570801184951e-1
6.689059999999999e+0,5.281847016157256e-1
6.652160000000000e+0,5.476589073847569e-1
6.616490000000000e+0,5.623334991651994e-1
6.581850000000000e+0,5.802371886175110e-1
6.548100000000000e+0,5.917513892327917e-1
6.515119999999999e+0,6.108240965032962e-1
6.482770000000000e+0,6.320599624044860e-1
6.450950000000000e+0,6.416386082656165e-1
6.419580000000000e+0,6.574745443001462e-1
6.388550000000000e+0,6.647772966301894e-1
6.357790000000000e+0,6.856044732261739e-1
6.327210000000000e+0,6.905494906918046e-1
6.296740000000000e+0,6.982535445466094e-1
6.266310000000000e+0,7.195214679128772e-1
6.235830000000000e+0,7.321346085390506e-1
6.205240000000000e+0,7.394301313628595e-1
6.174460000000000e+0,7.489771306863040e-1
6.143410000000000e+0,7.616090174161090e-1
6.112000000000000e+0,7.718856435670094e-1
6.080140000000000e+0,7.782319767448080e-1
6.047750000000000e+0,7.893085923984000e-1
6.014710000000000e+0,7.944857447700110e-1
5.980900000000000e+0,8.067603754041837e-1
5.946200000000000e+0,8.124456374211042e-1
5.910460000000000e+0,8.204076480241493e-1
5.873490000000000e+0,8.323506195759707e-1
5.835120000000000e+0,8.367730564135515e-1
5.795090000000000e+0,8.487171372237862e-1
5.753120000000000e+0,8.643230632879573e-1
5.708860000000000e+0,8.652016824688230e-1
5.661890000000000e+0,8.757735074958523e-1
5.611680000000000e+0,8.860336479731862e-1
5.557510000000000e+0,8.951537775048091e-1
5.498500000000000e+0,9.009175484089858e-1
5.432530000000000e+0,9.087279254562936e-1
5.359350000000000e+0,9.194383634948702e-1
5.275800000000000e+0,9.309323925183595e-1
5.178250000000000e+0,9.360257572180381e-1
5.060880000000000e+0,9.544721623954453e-1
4.916320000000000e+0,9.610123206933859e-1
4.736560000000000e+0,9.749636886270526e-1
4.529219999999999e+0,9.817515276262800e-1
4.329250000000000e+0,9.870991692030222e-1
4.164700000000000e+0,9.923741203884445e-1
4.035430000000000e+0,9.933874911498040e-1
3.932330000000000e+0,1.000799362006474e+0
3.847790000000000e+0,1.001041580768809e+0
3.776630000000000e+0,1.000000000000000e+0
3.715460000000000e+0,1.006520465380408e+0
3.661940000000000e+0,1.000084220572716e+0
3.614460000000000e+0,1.005136235264776e+0
3.571860000000000e+0,1.002544886988360e+0
3.533270000000000e+0,1.004631911769859e+0
3.498020000000000e+0,1.005481247114285e+0
3.465620000000000e+0,1.005196328260745e+0
3.435660000000000e+0,1.011790449838898e+0
3.407810000000000e+0,1.012725754691601e+0
3.381810000000000e+0,1.009809359584278e+0
3.357440000000000e+0,1.006992057989360e+0
3.334510000000000e+0,1.013018465790294e+0
