1 76
8.122870000000000e+0,1.027935384180839e+0
7.934230000000000e+0,1.017008869173976e+0
7.647590000000000e+0,1.003704357348967e+0
7.471120000000000e+0,9.976423726878163e-1
7.341870000000000e+0,9.946127039957346e-1
7.238970000000000e+0,9.884251488808992e-1
7.152860000000001e+0,9.807748143378883e-1
7.078380000000000e+0,9.800052223967507e-1
7.012400000000001e+0,9.785787381887966e-1
6.952890000000000e+0,9.757045012481322e-1
6.898460000000000e+0,9.696713609744544e-1
6.848100000000000e+0,9.794125189904994e-1
6.801070000000000e+0,9.738334773158650e-1
6.756800000000000e+0,9.665350805261754e-1
6.714830000000000e+0,9.592232107999344e-1
6.674820000000001e+0,9.638227173244669e-1
6.636470000000000e+0,9.587929264564168e-1
6.599540000000000e+0,9.578472628917058e-1
6.563820000000000e+0,9.543043138320034e-1
6.529140000000000e+0,9.486384755767678e-1
6.495350000000000e+0,9.480710232295022e-1
6.462320000000000e+0,9.459486510172933e-1
6.429930000000000e+0,9.400809544996259e-1
6.398080000000000e+0,9.372751368898685e-1
6.366660000000001e+0,9.261215864283866e-1
6.335600000000000e+0,9.290983275777718e-1
6.304800000000000e+0,9.204375303851267e-1
6.274180000000000e+0,9.092258446685032e-1
6.243680000000000e+0,9.080849952619272e-1
6.213210000000000e+0,9.052985305324102e-1
6.182700000000000e+0,8.993952065887091e-1
6.152080000000000e+0,8.906238027704638e-1
6.121260000000000e+0,8.810509958561387e-1
6.090180000000000e+0,8.802600295499278e-1
6.058740000000000e+0,8.622865611456517e-1
6.026849999999999e+0,8.653316486032114e-1
5.994430000000000e+0,8.452883606410629e-1
5.961360000000000e+0,8.381818727764701e-1
5.927539999999999e+0,8.378853750400323e-1
5.892820000000000e+0,8.159623444411058e-1
5.857060000000000e+0,8.102726760901082e-1
5.820090000000001e+0,7.891837348578651e-1
5.781700000000000e+0,7.834485156227387e-1
5.741670000000000e+0,7.629927364748042e-1
5.699720000000000e+0,7.430542445666893e-1
5.655490000000000e+0,7.168193413201035e-1
5.608560000000000e+0,6.960137748822454e-1
5.558400000000000e+0,6.630995974997168e-1
5.504340000000000e+0,6.323519530779620e-1
5.445480000000000e+0,5.973376403309247e-1
5.380160000000000e+0,5.555008674153873e-1
5.306940000000000e+0,5.082253694608143e-1
5.224000000000000e+0,4.510169229636718e-1
5.127490000000000e+0,3.874270195201206e-1
5.012060000000000e+0,3.193910415545325e-1
4.871310000000000e+0,2.489820695029317e-1
4.699110000000000e+0,1.964713474607466e-1
4.503529999999999e+0,1.427911668926293e-1
4.314560000000000e+0,1.105570141704182e-1
4.156510000000000e+0,8.842025274008618e-2
4.030540000000000e+0,6.939839474662256e-2
3.929160000000000e+0,5.528925114032623e-2
3.845600000000000e+0,4.306566168742292e-2
3.775030000000000e+0,4.459274003958385e-2
3.714240000000000e+0,2.859717432791222e-2
3.660980000000000e+0,1.582641592708937e-2
3.613680000000000e+0,1.621121154762228e-2
3.571220000000000e+0,1.462308791936317e-2
3.532730000000000e+0,9.781096425017288e-3
3.497570000000000e+0,1.001536060546627e-2
3.465230000000000e+0,7.758171236736376e-5
3.435320000000000e+0,-3.417790663374509e-3
3.407510000000000e+0,-8.124080978903418e-3
3.381540000000000e+0,-5.676303202213925e-3
3.357200000000000e+0,-8.648670508798096e-3
3.334300000000000e+0,-8.277843114303752e-3
