     time     force
  2.44489E-01  5.44302E+00
  2.46493E-01  5.46043E+00
  2.48497E-01  5.47764E+00
  2.50501E-01  5.49465E+00
  2.52505E-01  5.51147E+00
  2.54509E-01  5.52809E+00
  2.56513E-01  5.54453E+00
  2.58517E-01  5.56077E+00
  2.60521E-01  5.57683E+00
  2.62525E-01  5.59270E+00
  2.64529E-01  5.60840E+00
  2.66533E-01  5.62391E+00
  2.68537E-01  5.63924E+00
  2.70541E-01  5.65440E+00
  2.72545E-01  5.66938E+00
  2.74549E-01  5.68420E+00
  2.76553E-01  5.69884E+00
  2.78557E-01  5.71331E+00
  2.80561E-01  5.72762E+00
  2.82565E-01  5.74176E+00
  2.84569E-01  5.75574E+00
  2.86573E-01  5.76957E+00
  2.88577E-01  5.78323E+00
  2.90581E-01  5.79673E+00
  2.92585E-01  5.81008E+00
  2.94589E-01  5.82328E+00
  2.96593E-01  5.83633E+00
  2.98597E-01  5.84922E+00
  3.00601E-01  5.86197E+00
  3.02605E-01  5.87457E+00
  3.04609E-01  5.88703E+00
  3.06613E-01  5.89934E+00
  3.08617E-01  5.91152E+00
  3.10621E-01  5.92355E+00
  3.12625E-01  5.93545E+00
  3.14629E-01  5.94720E+00
  3.16633E-01  5.95883E+00
  3.18637E-01  5.97032E+00
  3.20641E-01  5.98168E+00
  3.22645E-01  5.99290E+00
  3.24649E-01  6.00400E+00
  3.26653E-01  6.01497E+00
  3.28657E-01  6.02582E+00
  3.30661E-01  6.03654E+00
  3.32665E-01  6.04714E+00
  3.34669E-01  6.05762E+00
  3.36673E-01  6.06797E+00
  3.38677E-01  6.07821E+00
  3.40681E-01  6.08833E+00
  3.42685E-01  6.09833E+00
  3.44689E-01  6.10822E+00
  3.46693E-01  6.11800E+00
  3.48697E-01  6.12766E+00
  3.50701E-01  6.13722E+00
  3.52705E-01  6.14666E+00
  3.54709E-01  6.15599E+00
  3.56713E-01  6.16522E+00
  3.58717E-01  6.17434E+00
  3.60721E-01  6.18336E+00
  3.62725E-01  6.19227E+00
  3.64729E-01  6.20108E+00
  3.66733E-01  6.20979E+00
  3.68737E-01  6.21840E+00
  3.70741E-01  6.22691E+00
  3.72745E-01  6.23533E+00
  3.74750E-01  6.24364E+00
  3.76754E-01  6.25187E+00
  3.78758E-01  6.25999E+00
  3.80762E-01  6.26803E+00
  3.82766E-01  6.27597E+00
  3.84770E-01  6.28382E+00
  3.86774E-01  6.29158E+00
  3.88778E-01  6.29925E+00
  3.90782E-01  6.30683E+00
  3.92786E-01  6.31433E+00
  3.94790E-01  6.32174E+00
  3.96794E-01  6.32906E+00
  3.98798E-01  6.33631E+00
  4.00802E-01  6.34346E+00
  4.02806E-01  6.35054E+00
  4.04810E-01  6.35753E+00
  4.06814E-01  6.36445E+00
  4.08818E-01  6.37128E+00
  4.10822E-01  6.37804E+00
  4.12826E-01  6.38472E+00
  4.14830E-01  6.39132E+00
  4.16834E-01  6.39785E+00
  4.18838E-01  6.40430E+00
  4.20842E-01  6.41068E+00
  4.22846E-01  6.41698E+00
  4.24850E-01  6.42321E+00
  4.26854E-01  6.42937E+00
  4.28858E-01  6.43546E+00
  4.30862E-01  6.44148E+00
  4.32866E-01  6.44743E+00
  4.34870E-01  6.45332E+00
  4.36874E-01  6.45913E+00
  4.38878E-01  6.46488E+00
  4.40882E-01  6.47056E+00
  4.42886E-01  6.47618E+00
  4.44890E-01  6.48173E+00
  4.46894E-01  6.48722E+00
  4.48898E-01  6.49265E+00
  4.50902E-01  6.49801E+00
  4.52906E-01  6.50331E+00
  4.54910E-01  6.50855E+00
  4.56914E-01  6.51374E+00
  4.58918E-01  6.51886E+00
  4.60922E-01  6.52392E+00
  4.62926E-01  6.52893E+00
  4.64930E-01  6.53387E+00
  4.66934E-01  6.53876E+00
  4.68938E-01  6.54360E+00
  4.70942E-01  6.54838E+00
  4.72946E-01  6.55310E+00
  4.74950E-01  6.55777E+00
  4.76954E-01  6.56239E+00
  4.78958E-01  6.56695E+00
  4.80962E-01  6.57146E+00
  4.82966E-01  6.57592E+00
  4.84970E-01  6.58033E+00
  4.86974E-01  6.58469E+00
  4.88978E-01  6.58899E+00
  4.90982E-01  6.59325E+00
  4.92986E-01  6.59746E+00
  4.94990E-01  6.60162E+00
  4.96994E-01  6.60573E+00
  4.98998E-01  6.60980E+00
  5.01002E-01  6.61382E+00
  5.03006E-01  6.61779E+00
  5.05010E-01  6.62172E+00
  5.07014E-01  6.62560E+00
  5.09018E-01  6.62944E+00
  5.11022E-01  6.63323E+00
  5.13026E-01  6.63698E+00
  5.15030E-01  6.64069E+00
  5.17034E-01  6.64435E+00
  5.19038E-01  6.64798E+00
  5.21042E-01  6.65156E+00
  5.23046E-01  6.65510E+00
  5.25050E-01  6.65860E+00
  5.27054E-01  6.66206E+00
  5.29058E-01  6.66548E+00
  5.31062E-01  6.66886E+00
  5.33066E-01  6.67220E+00
  5.35070E-01  6.67550E+00
  5.37074E-01  6.67877E+00
  5.39078E-01  6.68199E+00
  5.41082E-01  6.68518E+00
  5.43086E-01  6.68834E+00
  5.45090E-01  6.69146E+00
  5.47094E-01  6.69454E+00
  5.49098E-01  6.69758E+00
  5.51102E-01  6.70060E+00
  5.53106E-01  6.70357E+00
  5.55110E-01  6.70652E+00
  5.57114E-01  6.70943E+00
  5.59118E-01  6.71230E+00
  5.61122E-01  6.71514E+00
  5.63126E-01  6.71795E+00
  5.65130E-01  6.72073E+00
  5.67134E-01  6.72348E+00
  5.69138E-01  6.72619E+00
  5.71142E-01  6.72888E+00
  5.73146E-01  6.73153E+00
  5.75150E-01  6.73415E+00
  5.77154E-01  6.73674E+00
  5.79158E-01  6.73931E+00
  5.81162E-01  6.74184E+00
  5.83166E-01  6.74434E+00
  5.85170E-01  6.74682E+00
  5.87174E-01  6.74926E+00
  5.89178E-01  6.75168E+00
  5.91182E-01  6.75407E+00
  5.93186E-01  6.75644E+00
  5.95190E-01  6.75877E+00
  5.97194E-01  6.76108E+00
  5.99198E-01  6.76336E+00
  6.01202E-01  6.76562E+00
  6.03206E-01  6.76785E+00
  6.05210E-01  6.77006E+00
  6.07214E-01  6.77224E+00
  6.09218E-01  6.77439E+00
  6.11222E-01  6.77652E+00
  6.13226E-01  6.77863E+00
  6.15230E-01  6.78071E+00
  6.17234E-01  6.78277E+00
  6.19238E-01  6.78480E+00
  6.21242E-01  6.78681E+00
  6.23246E-01  6.78880E+00
  6.25251E-01  6.79076E+00
  6.27255E-01  6.79271E+00
  6.29259E-01  6.79463E+00
  6.31263E-01  6.79652E+00
  6.33267E-01  6.79840E+00
  6.35271E-01  6.80026E+00
  6.37275E-01  6.80209E+00
  6.39279E-01  6.80390E+00
  6.41283E-01  6.80569E+00
  6.43287E-01  6.80746E+00
  6.45291E-01  6.80921E+00
  6.47295E-01  6.81094E+00
  6.49299E-01  6.81266E+00
  6.51303E-01  6.81435E+00
  6.53307E-01  6.81602E+00
  6.55311E-01  6.81767E+00
  6.57315E-01  6.81930E+00
  6.59319E-01  6.82092E+00
  6.61323E-01  6.82252E+00
  6.63327E-01  6.82409E+00
  6.65331E-01  6.82565E+00
  6.67335E-01  6.82719E+00
  6.69339E-01  6.82872E+00
  6.71343E-01  6.83022E+00
  6.73347E-01  6.83171E+00
  6.75351E-01  6.83319E+00
  6.77355E-01  6.83464E+00
  6.79359E-01  6.83608E+00
  6.81363E-01  6.83750E+00
  6.83367E-01  6.83891E+00
  6.85371E-01  6.84030E+00
  6.87375E-01  6.84167E+00
  6.89379E-01  6.84303E+00
  6.91383E-01  6.84437E+00
  6.93387E-01  6.84570E+00
  6.95391E-01  6.84701E+00
  6.97395E-01  6.84831E+00
  6.99399E-01  6.84959E+00
  7.01403E-01  6.85086E+00
  7.03407E-01  6.85211E+00
  7.05411E-01  6.85335E+00
  7.07415E-01  6.85457E+00
  7.09419E-01  6.85578E+00
  7.11423E-01  6.85698E+00
  7.13427E-01  6.85816E+00
  7.15431E-01  6.85933E+00
  7.17435E-01  6.86049E+00
  7.19439E-01  6.86163E+00
  7.21443E-01  6.86276E+00
  7.23447E-01  6.86387E+00
  7.25451E-01  6.86498E+00
  7.27455E-01  6.86607E+00
  7.29459E-01  6.86714E+00
  7.31463E-01  6.86821E+00
  7.33467E-01  6.86926E+00
  7.35471E-01  6.87030E+00
  7.37475E-01  6.87133E+00
  7.39479E-01  6.87235E+00
  7.41483E-01  6.87336E+00
  7.43487E-01  6.87435E+00
  7.45491E-01  6.87533E+00
  7.47495E-01  6.87631E+00
  7.49499E-01  6.87727E+00
  7.51503E-01  6.87822E+00
  7.53507E-01  6.87916E+00
  7.55511E-01  6.88008E+00
  7.57515E-01  6.88100E+00
  7.59519E-01  6.88191E+00
  7.61523E-01  6.88280E+00
  7.63527E-01  6.88369E+00
  7.65531E-01  6.88456E+00
  7.67535E-01  6.88543E+00
  7.69539E-01  6.88629E+00
  7.71543E-01  6.88713E+00
  7.73547E-01  6.88797E+00
  7.75551E-01  6.88880E+00
  7.77555E-01  6.88961E+00
  7.79559E-01  6.89042E+00
  7.81563E-01  6.89122E+00
  7.83567E-01  6.89201E+00
  7.85571E-01  6.89279E+00
  7.87575E-01  6.89356E+00
  7.89579E-01  6.89432E+00
  7.91583E-01  6.89508E+00
  7.93587E-01  6.89582E+00
  7.95591E-01  6.89656E+00
  7.97595E-01  6.89729E+00
  7.99599E-01  6.89801E+00
  8.01603E-01  6.89872E+00
  8.03607E-01  6.89942E+00
  8.05611E-01  6.90012E+00
  8.07615E-01  6.90080E+00
  8.09619E-01  6.90148E+00
  8.11623E-01  6.90215E+00
  8.13627E-01  6.90282E+00
  8.15631E-01  6.90347E+00
  8.17635E-01  6.90412E+00
  8.19639E-01  6.90476E+00
  8.21643E-01  6.90540E+00
  8.23647E-01  6.90602E+00
  8.25651E-01  6.90664E+00
  8.27655E-01  6.90726E+00
  8.29659E-01  6.90786E+00
  8.31663E-01  6.90846E+00
  8.33667E-01  6.90905E+00
  8.35671E-01  6.90964E+00
  8.37675E-01  6.91021E+00
  8.39679E-01  6.91079E+00
  8.41683E-01  6.91135E+00
  8.43687E-01  6.91191E+00
  8.45691E-01  6.91246E+00
  8.47695E-01  6.91301E+00
  8.49699E-01  6.91355E+00
  8.51703E-01  6.91408E+00
  8.53707E-01  6.91461E+00
  8.55711E-01  6.91513E+00
  8.57715E-01  6.91564E+00
  8.59719E-01  6.91615E+00
  8.61723E-01  6.91665E+00
  8.63727E-01  6.91715E+00
  8.65731E-01  6.91764E+00
  8.67736E-01  6.91813E+00
  8.69739E-01  6.91861E+00
  8.71744E-01  6.91909E+00
  8.73748E-01  6.91955E+00
  8.75751E-01  6.92002E+00
  8.77756E-01  6.92048E+00
  8.79760E-01  6.92093E+00
  8.81764E-01  6.92138E+00
  8.83768E-01  6.92182E+00
  8.85772E-01  6.92226E+00
  8.87776E-01  6.92269E+00
  8.89780E-01  6.92312E+00
  8.91784E-01  6.92355E+00
  8.93788E-01  6.92396E+00
  8.95792E-01  6.92438E+00
  8.97796E-01  6.92479E+00
  8.99800E-01  6.92519E+00
  9.01804E-01  6.92559E+00
  9.03808E-01  6.92598E+00
  9.05812E-01  6.92638E+00
  9.07816E-01  6.92676E+00
  9.09820E-01  6.92714E+00
  9.11824E-01  6.92752E+00
  9.13828E-01  6.92789E+00
  9.15832E-01  6.92826E+00
  9.17836E-01  6.92863E+00
  9.19840E-01  6.92899E+00
  9.21844E-01  6.92934E+00
  9.23848E-01  6.92969E+00
  9.25852E-01  6.93004E+00
  9.27856E-01  6.93039E+00
  9.29860E-01  6.93072E+00
  9.31864E-01  6.93106E+00
  9.33868E-01  6.93139E+00
  9.35872E-01  6.93172E+00
  9.37876E-01  6.93205E+00
  9.39880E-01  6.93237E+00
  9.41884E-01  6.93268E+00
  9.43888E-01  6.93300E+00
  9.45892E-01  6.93331E+00
  9.47896E-01  6.93361E+00
  9.49900E-01  6.93392E+00
  9.51904E-01  6.93422E+00
  9.53908E-01  6.93451E+00
  9.55912E-01  6.93480E+00
  9.57916E-01  6.93509E+00
  9.59920E-01  6.93538E+00
  9.61924E-01  6.93566E+00
  9.63928E-01  6.93594E+00
  9.65932E-01  6.93622E+00
  9.67936E-01  6.93649E+00
  9.69940E-01  6.93676E+00
  9.71944E-01  6.93703E+00
  9.73948E-01  6.93729E+00
  9.75952E-01  6.93755E+00
  9.77956E-01  6.93781E+00
  9.79960E-01  6.93806E+00
  9.81964E-01  6.93831E+00
  9.83968E-01  6.93856E+00
  9.85972E-01  6.93881E+00
  9.87976E-01  6.93905E+00
  9.89980E-01  6.93929E+00
  9.91984E-01  6.93953E+00
  9.93988E-01  6.93977E+00
  9.95992E-01  6.94000E+00
  9.97996E-01  6.94023E+00
  1.00000E+00  6.94045E+00
